,id,answers
38,43,http://dbpedia.org/resource/Daniel_Hoevels http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wilhelm_Kunst http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hugo_Thimig http://purl.org/dc/terms/subject http://dbpedia.org/resource/J%C3%BCrgen_Vogel http://purl.org/dc/terms/subject http://dbpedia.org/resource/Tony_Rohr http://purl.org/dc/terms/subject http://dbpedia.org/resource/Andreas_Stenschke http://purl.org/dc/terms/subject http://dbpedia.org/resource/Arnulf_Schr%C3%B6der http://purl.org/dc/terms/subject http://dbpedia.org/resource/Axel_Prahl http://purl.org/dc/terms/subject http://dbpedia.org/resource/Claus_Biederstaedt http://purl.org/dc/terms/subject http://dbpedia.org/resource/Igor_Dolgatschew http://purl.org/dc/terms/subject http://dbpedia.org/resource/Leonard_Steckel http://purl.org/dc/terms/subject http://dbpedia.org/resource/Niklas_Kohrt http://purl.org/dc/terms/subject http://dbpedia.org/resource/Georg_Preu%C3%9Fe http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hardy_Kr%C3%BCger_junior http://purl.org/dc/terms/subject http://dbpedia.org/resource/Michael_Bohnen http://purl.org/dc/terms/subject http://dbpedia.org/resource/Valentin_Schweiger http://purl.org/dc/terms/subject http://dbpedia.org/resource/Viktor_de_Kowa http://purl.org/dc/terms/subject http://dbpedia.org/resource/Florian_W%C3%BCnsche http://purl.org/dc/terms/subject http://dbpedia.org/resource/Marc_Dumitru http://purl.org/dc/terms/subject http://dbpedia.org/resource/Olli_Dittrich http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wigald_Boning http://purl.org/dc/terms/subject http://dbpedia.org/resource/Devid_Striesow http://purl.org/dc/terms/subject http://dbpedia.org/resource/Dieter_Thomas_Heck http://purl.org/dc/terms/subject http://dbpedia.org/resource/Fabian_Hinrichs http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ilja_Richter http://purl.org/dc/terms/subject http://dbpedia.org/resource/Kurt_Kr%C3%B6mer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Rainer_Strecker http://purl.org/dc/terms/subject http://dbpedia.org/resource/Alfred_Schieske http://purl.org/dc/terms/subject http://dbpedia.org/resource/Elyas_M'Barek http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hartmut_Reck http://purl.org/dc/terms/subject http://dbpedia.org/resource/Kai_Peterson http://purl.org/dc/terms/subject http://dbpedia.org/resource/Mark_Waschke http://purl.org/dc/terms/subject http://dbpedia.org/resource/Kalle_Pohl http://purl.org/dc/terms/subject http://dbpedia.org/resource/Richard_Sammel http://purl.org/dc/terms/subject http://dbpedia.org/resource/Isabel_Varell http://purl.org/dc/terms/subject http://dbpedia.org/resource/Herbert_Gr%C3%B6nemeyer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Helge_Schneider http://purl.org/dc/terms/subject http://dbpedia.org/resource/Joachim_Gottschalk http://purl.org/dc/terms/subject http://dbpedia.org/resource/Karl_Wiedergott http://purl.org/dc/terms/subject http://dbpedia.org/resource/Albrecht_Becker http://purl.org/dc/terms/subject http://dbpedia.org/resource/Otto_Ludwig_(writer) http://purl.org/dc/terms/subject http://dbpedia.org/resource/Paul_Wegener http://purl.org/dc/terms/subject http://dbpedia.org/resource/Tobias_Schenke http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gerry_Wolff http://purl.org/dc/terms/subject http://dbpedia.org/resource/Alexandra_Kamp http://purl.org/dc/terms/subject http://dbpedia.org/resource/Philip_Wiegratz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Friedrich_Haase http://purl.org/dc/terms/subject http://dbpedia.org/resource/Karl_Valentin http://purl.org/dc/terms/subject http://dbpedia.org/resource/Horst_Schulze http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wolfgang_Lippert_(actor) http://purl.org/dc/terms/subject http://dbpedia.org/resource/Bernd_Herzsprung http://purl.org/dc/terms/subject http://dbpedia.org/resource/Christian_Berkel http://purl.org/dc/terms/subject http://dbpedia.org/resource/Christian_Quadflieg http://purl.org/dc/terms/subject http://dbpedia.org/resource/Christoph_Eichhorn http://purl.org/dc/terms/subject http://dbpedia.org/resource/Dirk_Galuba http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ernst_Jacobi http://purl.org/dc/terms/subject http://dbpedia.org/resource/G%C3%BCnter_Strack http://purl.org/dc/terms/subject http://dbpedia.org/resource/G%C3%BCnther_Stoll http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gerd_Anthoff http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gerd_Baltus http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hans_Korte http://purl.org/dc/terms/subject http://dbpedia.org/resource/Holger_Handtke http://purl.org/dc/terms/subject http://dbpedia.org/resource/Horst_Naumann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Klaus_Herm http://purl.org/dc/terms/subject http://dbpedia.org/resource/Klausj%C3%BCrgen_Wussow http://purl.org/dc/terms/subject http://dbpedia.org/resource/Michael_Heltau http://purl.org/dc/terms/subject http://dbpedia.org/resource/Oliver_Rohrbeck http://purl.org/dc/terms/subject http://dbpedia.org/resource/Peter_Fricke http://purl.org/dc/terms/subject http://dbpedia.org/resource/Philipp_Moog http://purl.org/dc/terms/subject http://dbpedia.org/resource/Pierre_Franckh http://purl.org/dc/terms/subject http://dbpedia.org/resource/Richy_M%C3%BCller http://purl.org/dc/terms/subject http://dbpedia.org/resource/Rolf_Becker http://purl.org/dc/terms/subject http://dbpedia.org/resource/Siegfried_Lowitz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Sky_du_Mont http://purl.org/dc/terms/subject http://dbpedia.org/resource/Stefan_Wigger http://purl.org/dc/terms/subject http://dbpedia.org/resource/Thomas_Sch%C3%BCcke http://purl.org/dc/terms/subject http://dbpedia.org/resource/Volker_Lechtenbrink http://purl.org/dc/terms/subject http://dbpedia.org/resource/Volkert_Kraeft http://purl.org/dc/terms/subject http://dbpedia.org/resource/Walter_Renneisen http://purl.org/dc/terms/subject http://dbpedia.org/resource/Werner_Schnitzer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Winfried_Glatzeder http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wolf_Roth http://purl.org/dc/terms/subject http://dbpedia.org/resource/Michael_Kessler http://purl.org/dc/terms/subject http://dbpedia.org/resource/Piet_Klocke http://purl.org/dc/terms/subject http://dbpedia.org/resource/Carl_Wery http://purl.org/dc/terms/subject http://dbpedia.org/resource/Joscha_Kiefer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Jumbo_Schreiner http://purl.org/dc/terms/subject http://dbpedia.org/resource/Klaus_Wennemann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Kostja_Ullmann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Martin_Semmelrogge http://purl.org/dc/terms/subject http://dbpedia.org/resource/Thomas_Gumpert http://purl.org/dc/terms/subject http://dbpedia.org/resource/Volker_Spengler http://purl.org/dc/terms/subject http://dbpedia.org/resource/Benjamin_Trinks http://purl.org/dc/terms/subject http://dbpedia.org/resource/Alexander_Haugg http://purl.org/dc/terms/subject http://dbpedia.org/resource/Bernd_Tauber http://purl.org/dc/terms/subject http://dbpedia.org/resource/Klaus_Hoffmann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Otto_Lang_(actor) http://purl.org/dc/terms/subject http://dbpedia.org/resource/Tommy_Engel http://purl.org/dc/terms/subject http://dbpedia.org/resource/Christian_Ulmen http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ulrich_Schamoni http://purl.org/dc/terms/subject
39,44,http://www.w3.org/2000/01/rdf-schema#label
40,45,http://dbpedia.org/resource/Stephan_Bergler http://purl.org/dc/terms/subject http://dbpedia.org/resource/Reinhard_Kekul%C3%A9_von_Stradonitz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Jean-Philippe_Baratier http://purl.org/dc/terms/subject http://dbpedia.org/resource/Melchior_Boisser%C3%A9e http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johannes_Rosinus http://purl.org/dc/terms/subject http://dbpedia.org/resource/Philipp_von_Stosch http://purl.org/dc/terms/subject http://dbpedia.org/resource/Eduard_Meyer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Paul_Haupt http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hans_von_und_zu_Aufse%C3%9F http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_Joachim_Winckelmann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ludwig_Preller http://purl.org/dc/terms/subject http://dbpedia.org/resource/Christian_Daniel_Beck http://purl.org/dc/terms/subject http://dbpedia.org/resource/August_Pauly http://purl.org/dc/terms/subject http://dbpedia.org/resource/Joseph_von_La%C3%9Fberg http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_Friedrich_Reiffenstein http://purl.org/dc/terms/subject http://dbpedia.org/resource/Konrad_Peutinger http://purl.org/dc/terms/subject
41,46,http://www.w3.org/2000/01/rdf-schema#label
42,47,http://www.w3.org/2000/01/rdf-schema#label
43,48,http://dbpedia.org/resource/Matthias_Dolderer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Georg_Betz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Peter_Riedel http://purl.org/dc/terms/subject http://dbpedia.org/resource/Robert_Lusser http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wolf_Hirth http://purl.org/dc/terms/subject http://dbpedia.org/resource/August_von_Parseval http://purl.org/dc/terms/subject http://dbpedia.org/resource/Elly_Beinhorn http://purl.org/dc/terms/subject http://dbpedia.org/resource/Albrecht_Berblinger http://purl.org/dc/terms/subject http://dbpedia.org/resource/Helmut_Reichmann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Klaus_Schrodt http://purl.org/dc/terms/subject http://dbpedia.org/resource/Paul_Schulte http://purl.org/dc/terms/subject http://dbpedia.org/resource/Franz-Zeno_Diemer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gustav_D%C3%B6rr http://purl.org/dc/terms/subject http://dbpedia.org/resource/Max_Ritter_von_M%C3%BCller http://purl.org/dc/terms/subject http://dbpedia.org/resource/Robert_Ritter_von_Greim http://purl.org/dc/terms/subject http://dbpedia.org/resource/Beate_Uhse-Rotermund http://purl.org/dc/terms/subject http://dbpedia.org/resource/Klaus_Holighaus http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wolf_Lemke http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ernst_A._Lehmann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Emil_Clade http://purl.org/dc/terms/subject http://dbpedia.org/resource/Fritz_Wendel http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wilhelm_D%C3%BCerkop http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ehrenfried_G%C3%BCnther_Freiherr_von_H%C3%BCnefeld http://purl.org/dc/terms/subject http://dbpedia.org/resource/Adolf_Ritter_von_Tutschek http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hermann_Frommherz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hans_Goerth http://purl.org/dc/terms/subject http://dbpedia.org/resource/Reinhold_Tiling http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wilhelmine_Reichard http://purl.org/dc/terms/subject http://dbpedia.org/resource/August_Euler http://purl.org/dc/terms/subject http://dbpedia.org/resource/Mathias_Rust http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ferdinand_von_Zeppelin http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hugo_Eckener http://purl.org/dc/terms/subject http://dbpedia.org/resource/Dieter_F._Uchtdorf http://purl.org/dc/terms/subject http://dbpedia.org/resource/Max_Pruss http://purl.org/dc/terms/subject http://dbpedia.org/resource/Amelie_Beese http://purl.org/dc/terms/subject http://dbpedia.org/resource/Melitta_Schenk_Gr%C3%A4fin_von_Stauffenberg http://purl.org/dc/terms/subject http://dbpedia.org/resource/Reinhold_Poss http://purl.org/dc/terms/subject http://dbpedia.org/resource/Max_Himmelheber http://purl.org/dc/terms/subject http://dbpedia.org/resource/Erich_Warsitz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gustave_Whitehead http://purl.org/dc/terms/subject http://dbpedia.org/resource/Julius_Hatry http://purl.org/dc/terms/subject http://dbpedia.org/resource/Friedrich_Karl_von_Koenig-Warthausen http://purl.org/dc/terms/subject http://dbpedia.org/resource/Thea_Rasche http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gunther_Pl%C3%BCschow http://purl.org/dc/terms/subject http://dbpedia.org/resource/Paul_Haenlein http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hans-Werner_Grosse http://purl.org/dc/terms/subject http://dbpedia.org/resource/Klaus_Ohlmann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Markus_Feyerabend http://purl.org/dc/terms/subject http://dbpedia.org/resource/Olaf_Schmidt http://purl.org/dc/terms/subject http://dbpedia.org/resource/Albert_Sammt http://purl.org/dc/terms/subject http://dbpedia.org/resource/Heinrich_Bongartz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hans-Joachim_Pancherz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Heini_Dittmar http://purl.org/dc/terms/subject http://dbpedia.org/resource/Helmut_Steinbrecher http://purl.org/dc/terms/subject http://dbpedia.org/resource/Karl_Schlegel_(aviator) http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wilhelm_St%C3%B6r http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hans-Georg_von_Seidel http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gustav_Lilienthal http://purl.org/dc/terms/subject http://dbpedia.org/resource/Herbert_Olbrich http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ernst_Udet http://purl.org/dc/terms/subject http://dbpedia.org/resource/Karl_Jatho http://purl.org/dc/terms/subject http://dbpedia.org/resource/Otto_Lilienthal http://purl.org/dc/terms/subject http://dbpedia.org/resource/Walter_Extra http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hans_Baur http://purl.org/dc/terms/subject http://dbpedia.org/resource/Carl_Friedrich_Meerwein http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hermann_Dorner http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hermann_Dahlmann http://purl.org/dc/terms/subject
44,49,http://www.w3.org/2000/01/rdf-schema#label
45,50,http://dbpedia.org/resource/Alexander_Mack http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gottfried_Thomasius http://purl.org/dc/terms/subject http://dbpedia.org/resource/Paul_Schneider_(pastor) http://purl.org/dc/terms/subject http://dbpedia.org/resource/David_of_Augsburg http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_Christoph_R%C3%B6hling http://purl.org/dc/terms/subject http://dbpedia.org/resource/Emil_Wilhelm_Krummacher http://purl.org/dc/terms/subject http://dbpedia.org/resource/Jacob_of_Juterbogk http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johannes_Gossner http://purl.org/dc/terms/subject http://dbpedia.org/resource/Anton_Praetorius http://purl.org/dc/terms/subject http://dbpedia.org/resource/Magnoald_Ziegelbauer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Heinrich_August_Wilhelm_Meyer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gamelbert_of_Michaelsbuch http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_Eberlin_von_G%C3%BCnzburg http://purl.org/dc/terms/subject http://dbpedia.org/resource/Neocorus http://purl.org/dc/terms/subject http://dbpedia.org/resource/Rudolf_Ehlers http://purl.org/dc/terms/subject http://dbpedia.org/resource/Philotheus_Boehner http://purl.org/dc/terms/subject http://dbpedia.org/resource/Friedrich_Ludwig_Weidig http://purl.org/dc/terms/subject http://dbpedia.org/resource/G%C3%BCnther_Thomann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Franz_Scholz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Carl_Sylvius_V%C3%B6lkner http://purl.org/dc/terms/subject http://dbpedia.org/resource/Bertold_of_Regensburg http://purl.org/dc/terms/subject http://dbpedia.org/resource/Franz_Xaver_Haberl http://purl.org/dc/terms/subject http://dbpedia.org/resource/Jordanus_of_Giano http://purl.org/dc/terms/subject http://dbpedia.org/resource/Williram_of_Ebersberg http://purl.org/dc/terms/subject http://dbpedia.org/resource/Jeremias_Drexel http://purl.org/dc/terms/subject http://dbpedia.org/resource/Otloh_of_St._Emmeram http://purl.org/dc/terms/subject http://dbpedia.org/resource/Christoph_Sch%C3%BCtz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Utto http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johannes_Baptista_von_Albertini http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hans_Ernst_von_Kottwitz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gustav_Adolf_Wislicenus http://purl.org/dc/terms/subject http://dbpedia.org/resource/Leberecht_Uhlich http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_Hinrich_Wichern http://purl.org/dc/terms/subject http://dbpedia.org/resource/Georg_Fritze http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_Cochlaeus http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_Heinrich_Alting http://purl.org/dc/terms/subject http://dbpedia.org/resource/Julian_of_Speyer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Konrad_of_Lichtenau http://purl.org/dc/terms/subject http://dbpedia.org/resource/Philipp_Jeningen http://purl.org/dc/terms/subject http://dbpedia.org/resource/Caspar_Schatzgeyer http://purl.org/dc/terms/subject
46,51,http://dbpedia.org/resource/Lou_Jacobs http://purl.org/dc/terms/subject http://dbpedia.org/resource/Peter_Behrens_(musician) http://purl.org/dc/terms/subject
47,52,http://www.w3.org/2000/01/rdf-schema#label
48,53,http://dbpedia.org/resource/Christophe_Moehrlen http://purl.org/dc/terms/subject http://dbpedia.org/resource/Christian_Weise http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gottfried_Hensel http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_Christoff_B%C3%BCss http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gustav_Bruemmer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Kurt_Hahn http://purl.org/dc/terms/subject http://dbpedia.org/resource/Friedrich_Siegmund-Schultze http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hermann_Lietz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Samuel_Heinicke http://purl.org/dc/terms/subject http://dbpedia.org/resource/Jeremy_Triefenbach http://purl.org/dc/terms/subject http://dbpedia.org/resource/Adolph_Diesterweg http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ernst_Krieck http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hermann_Ebbinghaus http://purl.org/dc/terms/subject http://dbpedia.org/resource/Friedrich_Thiersch http://purl.org/dc/terms/subject http://dbpedia.org/resource/Jean-Pol_Martin http://purl.org/dc/terms/subject http://dbpedia.org/resource/Valentin_Friedland http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hans_Br%C3%BCgelmann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Friedrich_Fr%C3%B6bel http://purl.org/dc/terms/subject http://dbpedia.org/resource/Friedrich_Immanuel_Niethammer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_Wilhelm_Klein http://purl.org/dc/terms/subject http://dbpedia.org/resource/Friedrich_Wilhelm_Foerster http://purl.org/dc/terms/subject http://dbpedia.org/resource/Andreas_Angelus http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gustav_Wyneken http://purl.org/dc/terms/subject http://dbpedia.org/resource/Alfred_Baeumler http://purl.org/dc/terms/subject http://dbpedia.org/resource/Elisabeth_Blochmann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Karl_Mager http://purl.org/dc/terms/subject
49,54,http://www.w3.org/2000/01/rdf-schema#label
50,56,http://www.w3.org/2000/01/rdf-schema#label
51,58,http://www.w3.org/2000/01/rdf-schema#label
52,59,http://dbpedia.org/resource/Gunther_Karsten http://purl.org/dc/terms/subject http://dbpedia.org/resource/Spierig_brothers http://purl.org/dc/terms/subject http://dbpedia.org/resource/Emanuel_Felke http://purl.org/dc/terms/subject http://dbpedia.org/resource/Norbert_Denef http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wolfgang_Hirschbach http://purl.org/dc/terms/subject http://dbpedia.org/resource/Bernd_H%C3%BCttemann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Heinrich_Feisthauer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Adolf_Just http://purl.org/dc/terms/subject http://dbpedia.org/resource/Arthur_Engelbert http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gerd_Rubenbauer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Isabel_Varell http://purl.org/dc/terms/subject http://dbpedia.org/resource/Klaus_Hesse http://purl.org/dc/terms/subject http://dbpedia.org/resource/Klaus_Koschorke http://purl.org/dc/terms/subject http://dbpedia.org/resource/Leopold_Hoesch http://purl.org/dc/terms/subject http://dbpedia.org/resource/Lorentz_Lossius http://purl.org/dc/terms/subject http://dbpedia.org/resource/Marcel_Reif http://purl.org/dc/terms/subject http://dbpedia.org/resource/Niko_Paech http://purl.org/dc/terms/subject http://dbpedia.org/resource/Peter_Winter_(philately) http://purl.org/dc/terms/subject http://dbpedia.org/resource/Horst_Heinrich_Streckenbach http://purl.org/dc/terms/subject http://dbpedia.org/resource/Stefan_Richarz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Gerda_Warko http://purl.org/dc/terms/subject http://dbpedia.org/resource/Helen_Sensburg http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ahmed_Siddiqui_(German) http://purl.org/dc/terms/subject http://dbpedia.org/resource/Marcus_Kretzer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Otto_Armster http://purl.org/dc/terms/subject http://dbpedia.org/resource/Armin_Gr%C3%BCn http://purl.org/dc/terms/subject http://dbpedia.org/resource/Josef_Naus http://purl.org/dc/terms/subject http://dbpedia.org/resource/Siriusmo http://purl.org/dc/terms/subject http://dbpedia.org/resource/Christian_Friedrich_von_Otto http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ewald_Kienle http://purl.org/dc/terms/subject http://dbpedia.org/resource/Harm_Osmers http://purl.org/dc/terms/subject http://dbpedia.org/resource/LeVar_Burton http://purl.org/dc/terms/subject http://dbpedia.org/resource/Germans http://purl.org/dc/terms/subject http://dbpedia.org/resource/Maifest http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wilfried_Telk%C3%A4mper http://purl.org/dc/terms/subject http://dbpedia.org/resource/List_of_terms_used_for_Germans http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ulrich_Mohrhoff http://purl.org/dc/terms/subject http://dbpedia.org/resource/Markus_Hofmann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Christian_Schumann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Mercedes_Bunz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Friedrich_Michael_Ziegenhagen http://purl.org/dc/terms/subject http://dbpedia.org/resource/Inge_Druckrey http://purl.org/dc/terms/subject http://dbpedia.org/resource/Stephan_Noller http://purl.org/dc/terms/subject http://dbpedia.org/resource/Volker_Kempe http://purl.org/dc/terms/subject http://dbpedia.org/resource/Karl_Friedrich_Louis_Dobermann http://purl.org/dc/terms/subject
53,60,http://www.w3.org/2000/01/rdf-schema#label
54,61,http://dbpedia.org/resource/Wunibald_Kamm http://purl.org/dc/terms/subject http://dbpedia.org/resource/Willy_Rampf http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wilhelm_Maybach http://purl.org/dc/terms/subject http://dbpedia.org/resource/Dieter_Zetsche http://purl.org/dc/terms/subject http://dbpedia.org/resource/Fritz_Fend http://purl.org/dc/terms/subject http://dbpedia.org/resource/Rudolf_Uhlenhaut http://purl.org/dc/terms/subject http://dbpedia.org/resource/Otto_K%C3%A4ssbohrer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Norbert_Singer http://purl.org/dc/terms/subject
55,62,http://www.w3.org/2000/01/rdf-schema#label
56,63,http://dbpedia.org/resource/Moritz_Georg_Weidmann_(1686_%E2%80%93_1743) http://purl.org/dc/terms/subject http://dbpedia.org/resource/Bernard_Quaritch http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johannes_Mentelin http://purl.org/dc/terms/subject http://dbpedia.org/resource/Heinrich_Wenner http://purl.org/dc/terms/subject http://dbpedia.org/resource/Alexander_Duncker http://purl.org/dc/terms/subject http://dbpedia.org/resource/Sigmund_Feyerabend http://purl.org/dc/terms/subject http://dbpedia.org/resource/Sebastian_Gryphius http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_B%C3%A4mler http://purl.org/dc/terms/subject http://dbpedia.org/resource/Carl_Friedrich_Ernst_Frommann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_Heinrich_Meyer_(publisher) http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_Philipp_Palm http://purl.org/dc/terms/subject http://dbpedia.org/resource/Friedrich_Dedekind http://purl.org/dc/terms/subject
57,64,http://www.w3.org/2000/01/rdf-schema#label
58,65,http://dbpedia.org/resource/Cornelia_Rudloff-Sch%C3%A4ffer http://purl.org/dc/terms/subject http://dbpedia.org/resource/J%C3%BCrgen_Schade http://purl.org/dc/terms/subject http://dbpedia.org/resource/Eggert_Reeder http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hermann_Lutz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Klaus_Tscheuschner http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ernst_Christian_Wilhelm_Ackermann http://purl.org/dc/terms/subject http://dbpedia.org/resource/Carmen_Everts http://purl.org/dc/terms/subject http://dbpedia.org/resource/Adolf_Friedrich_von_Reinhard http://purl.org/dc/terms/subject http://dbpedia.org/resource/Werner_Ungerer http://purl.org/dc/terms/subject http://dbpedia.org/resource/Hans-J%C3%BCrgen_Weber http://purl.org/dc/terms/subject http://dbpedia.org/resource/Louis_Nels http://purl.org/dc/terms/subject http://dbpedia.org/resource/Heinz_Fromm http://purl.org/dc/terms/subject http://dbpedia.org/resource/Paulus_Hector_Mair http://purl.org/dc/terms/subject http://dbpedia.org/resource/Heinrich_Deubel http://purl.org/dc/terms/subject http://dbpedia.org/resource/Heino_Hankewitz http://purl.org/dc/terms/subject
59,66,http://www.w3.org/2000/01/rdf-schema#label
60,67,http://dbpedia.org/resource/Erich_Marks http://purl.org/dc/terms/subject http://dbpedia.org/resource/Ernst_Gennat http://purl.org/dc/terms/subject http://dbpedia.org/resource/Wolfgang_Heinz_(criminologist) http://purl.org/dc/terms/subject http://dbpedia.org/resource/Julius_Friedrich_Heinrich_Abegg http://purl.org/dc/terms/subject
61,68,http://www.w3.org/2000/01/rdf-schema#label
62,69,http://dbpedia.org/resource/Lorenz_Schwietz http://purl.org/dc/terms/subject http://dbpedia.org/resource/Franz_Schmidt_(executioner) http://purl.org/dc/terms/subject http://dbpedia.org/resource/Alois_Weiss http://purl.org/dc/terms/subject http://dbpedia.org/resource/Johann_Reichhart http://purl.org/dc/terms/subject http://dbpedia.org/resource/Scharfrichter http://purl.org/dc/terms/subject
63,70,http://www.w3.org/2000/01/rdf-schema#label
